name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'training-12';0.000000;-8.985759e+00;-9.210293e+00;-1.682372e+01;-5.004804e+00;-8.554284e+00;-2.600667e+00;-1.049404e+01;-1.390885e+01;-1.488005e+01;-5.568616e+00;-2.564091e+00;-3.687402e+00;5.721562e+01;6.621836e-01;1.032240e+00;2.748116e+00;1.665487e+00;1.390704e+00;1.510564e+00;6.359781e-01;1.128289e+00;5.301562e+00;1.702430e+00;-4.754496e-03;2.671804e-01;5.252293e-01;-2.099567e-01;-3.038265e-01;-5.396939e-01;-1.713122e-01;3.838395e-01;8.590718e-02;2.396568e-01;-3.921781e-01;-8.775494e-01;-1.581257e-01;-8.094565e-01;-8.417805e-01;-2.270243e-01
'training-12';0.010000;-8.435128e+00;-6.494897e+00;-8.014120e+00;4.811884e+00;-7.876716e+00;-4.173612e+00;-4.841568e+00;-2.140500e+00;-1.423495e+00;-1.594669e+01;-3.824077e+00;7.081679e+00;5.909195e+01;4.629000e-01;4.854137e-01;2.300660e+00;2.376293e+00;2.864245e+00;1.494209e+00;4.574146e-01;-2.464313e-01;4.235033e+00;2.293138e+00;-1.838194e+00;-1.040981e+00;1.811214e-01;-4.175996e-01;-3.361329e-01;-8.404477e-01;-8.892581e-01;-3.110161e-02;3.416666e-01;8.767527e-02;-1.092978e+00;-2.298791e+00;-3.037120e-01;-6.505316e-01;-1.113854e+00;-3.726619e-01
'training-12';0.020000;-5.950156e+00;-5.406790e+00;-7.487931e+00;-1.585716e+00;-1.939547e+00;5.738625e+00;-1.014039e+01;-1.415158e+01;4.899485e+00;8.132572e+00;-1.957870e+00;-7.736041e+00;5.890361e+01;-2.879582e-01;-2.134790e-01;2.733751e-01;4.535226e-01;2.573132e+00;1.948277e+00;1.923544e+00;-1.452412e-01;1.447080e+00;6.164479e-01;-3.135318e+00;-3.287641e+00;-4.378384e-01;-5.001618e-01;-1.755725e-01;-7.275715e-01;-8.370644e-01;-7.484446e-01;-4.590595e-01;-6.667402e-02;-8.828211e-01;-2.974985e+00;-9.269072e-01;6.094527e-03;-3.126114e-01;-3.409021e-01
'training-12';0.030000;-8.189060e+00;-8.684976e+00;-9.988308e+00;5.167115e+00;2.459573e+00;7.007324e-01;-8.383797e+00;-1.501964e+01;-3.594652e+00;-9.535189e-01;-1.205817e+01;-6.867987e+00;5.727724e+01;-9.507436e-01;-2.556496e-02;-2.167519e-01;-2.174822e+00;6.439826e-01;3.000040e+00;4.305716e-01;-3.699837e+00;-4.265152e+00;7.268614e-01;-1.692131e+00;-3.524677e+00;-8.565464e-01;-2.906895e-01;-1.768219e-01;-4.162680e-01;-6.487839e-01;-1.584809e+00;-1.382033e+00;-5.298752e-01;4.047011e-02;-1.348301e+00;-2.250021e-01;1.417171e+00;6.978904e-01;-8.688285e-02
'training-12';0.040000;-1.054858e+01;-9.182649e+00;-1.446975e+01;-2.914806e+00;-8.567708e-01;4.703547e+00;8.947906e-01;-8.195486e+00;-6.559070e+00;-9.982962e+00;-1.412363e+01;-1.315077e+01;5.593378e+01;-1.131804e+00;4.098671e-01;3.689646e-01;-2.442778e-01;-1.241387e+00;-1.537649e+00;3.160295e-01;-1.559113e+00;-5.323271e+00;-2.148968e+00;-4.731316e-02;-5.402889e-02;-6.604473e-01;2.224610e-01;-2.743764e-01;3.277443e-02;3.332092e-01;-1.164196e+00;-1.518245e+00;-6.402020e-01;9.618683e-01;1.240552e+00;7.791597e-01;1.913863e+00;1.112305e+00;2.781684e-01
'training-12';0.050000;-1.088963e+01;-4.734793e+00;-5.606972e+00;-5.397679e+00;-5.198191e+00;1.134413e+01;-8.206301e+00;-2.361773e+01;-1.701998e+01;-3.254615e+00;-6.201851e+00;-7.834336e+00;5.629412e+01;-5.686247e-01;-7.103688e-01;1.715252e-01;-5.187266e-01;-3.152539e+00;-3.672995e+00;-1.388204e+00;6.628553e-01;8.787058e-01;2.550835e+00;3.703659e+00;8.316649e-01;-1.419884e-01;5.686035e-01;-3.066886e-01;-2.122439e-01;1.014533e+00;2.185061e-01;-8.268324e-01;-3.866570e-01;1.674757e+00;2.611181e+00;2.684182e-01;9.402059e-01;7.909564e-01;3.824596e-01
'training-12';0.060000;-1.025889e+01;-5.332546e+00;-7.833776e+00;2.475292e+00;-4.317602e+00;-7.271321e+00;-8.648991e+00;-1.764810e+01;-1.500421e+01;-1.461718e+00;-5.122595e+00;-7.523010e+00;5.609293e+01;6.332871e-01;-1.242959e+00;2.431087e-01;1.291521e+00;-1.349588e+00;-2.306430e+00;-3.680785e-01;2.482754e+00;5.077912e+00;3.600259e+00;3.736103e+00;9.571352e-02;5.957249e-01;5.683529e-01;2.039576e-02;-2.885200e-01;3.114474e-01;1.031827e+00;8.592416e-01;-4.131185e-01;3.717307e-01;1.183581e+00;-6.872735e-01;-7.871986e-01;2.515852e-03;2.266658e-01
'training-12';0.070000;-1.117703e+01;-1.416187e+01;-1.244867e+01;-1.215676e-01;-1.157271e+01;-1.167681e+01;-1.055293e+01;-6.979058e+00;5.021447e+00;7.540036e+00;1.959608e+00;-5.523544e+00;5.648772e+01;1.009728e+00;-7.325948e-01;-1.215044e+00;2.129943e+00;1.790613e+00;-7.497312e-01;-1.160659e+00;2.653014e+00;3.590159e+00;-8.056608e-01;1.117190e+00;3.552341e-01;4.276653e-01;8.937709e-02;4.343796e-01;-1.424943e-01;1.641096e-02;1.501750e+00;9.502733e-01;-4.693151e-01;-1.402590e+00;-2.081958e+00;-2.700518e+00;-2.424838e+00;-1.392080e-01;-1.495409e-01
'training-12';0.080000;-7.238449e+00;-1.068390e+01;-9.833355e+00;9.047421e-01;-4.417452e+00;4.681863e+00;2.277103e-01;-4.101056e+00;7.809778e+00;2.621008e+00;4.761506e-01;-1.382760e+01;5.881561e+01;9.207839e-01;5.229589e-01;-3.803510e-01;-1.137519e-02;1.446170e+00;1.296927e+00;-1.863335e+00;-6.955389e-01;-7.610949e-01;-3.907087e+00;-2.690072e+00;1.967657e-01;1.880550e-01;-4.692554e-01;3.012424e-01;5.217668e-02;-5.843667e-01;3.708261e-01;-3.774262e-01;-3.689072e-01;-1.236482e+00;-2.492962e+00;-1.672511e+00;-1.701740e+00;3.751341e-01;-3.822862e-01
'training-12';0.090000;-7.351212e+00;-5.722087e+00;-1.068240e+01;6.037311e+00;3.804801e+00;1.618879e+00;-1.844795e+01;-1.712619e+01;-1.047617e+01;-9.324283e+00;-3.415273e+00;-2.905869e+00;5.707111e+01;-2.654876e-01;5.785702e-01;-2.292166e-01;2.147762e-01;2.958330e+00;-7.233061e-01;-2.987151e+00;-4.760951e+00;-6.611581e+00;-7.198083e+00;-5.207442e+00;8.509898e-02;-6.858578e-01;-5.294952e-01;-5.668459e-02;3.160042e-01;-4.683674e-01;-7.329429e-01;-7.701687e-01;1.404878e+00;8.100452e-01;-1.268602e-01;1.513858e+00;3.963656e-01;1.012526e-01;-1.864421e-01
'training-12';0.100000;-7.567880e+00;-6.937643e+00;-1.061866e+01;-6.610226e-01;-4.775504e+00;-7.434531e+00;-1.401816e+01;-1.605223e+01;-1.106087e+01;-1.256499e+01;-1.588551e+01;-7.848019e+00;5.674151e+01;-1.075382e+00;-3.923298e-01;1.107855e-02;-6.727296e-01;-7.931557e-02;-4.206774e+00;-1.299369e+00;7.327748e-03;-2.286027e+00;-1.566083e+00;-1.610282e+00;2.106452e+00;-7.589447e-01;-4.437391e-02;-7.888524e-02;1.179997e-01;-1.365712e-01;-1.030969e+00;-2.709224e-01;2.185451e+00;2.337532e+00;1.888581e+00;2.882263e+00;2.168864e+00;-3.354687e-02;1.583593e-01
'training-12';0.110000;-1.233975e+01;-1.314215e+01;-1.320210e+01;1.735196e+00;3.397966e+00;-9.235141e+00;-1.836575e+01;-2.480822e+01;-1.860113e+01;-2.085738e+01;-1.589677e+01;-8.087841e+00;5.409549e+01;-6.396652e-01;-5.583734e-01;1.692624e-01;1.187830e-01;-1.111358e+00;-1.848725e+00;5.581746e+00;6.351807e+00;3.718324e+00;5.593127e+00;2.559123e+00;-9.334584e-02;-3.104553e-02;2.402377e+00;1.375564e+00;-1.868665e-01;-1.694454e+00;-2.514410e+00;5.309548e-01;2.018966e+00;1.736303e+00;1.527684e+00;1.749416e+00;1.917219e+00;-4.306239e-01;1.540971e+00
'training-12';0.120000;-1.012109e+01;-8.935522e+00;-8.518115e+00;-3.078484e-01;-4.610612e+00;-1.092500e+01;-6.310235e+00;-2.234002e-01;4.421230e-01;5.571430e-01;-1.334510e+00;-7.043594e-01;5.650870e+01;8.860031e-01;6.970045e-01;1.040812e-02;-6.462348e-01;-1.673832e+00;5.050239e-01;4.779470e+00;5.435742e+00;3.516856e+00;4.108625e+00;4.270968e+00;1.182538e-01;6.524456e-01;4.772332e+00;2.587363e+00;-3.090108e-01;-2.838406e+00;-3.466164e+00;9.963897e-01;5.591367e-01;-1.497769e+00;-2.226951e+00;-1.956061e+00;3.369316e-01;-1.625353e+00;3.032962e+00
'training-12';0.130000;-9.272934e+00;-7.515015e+00;-1.088636e+01;6.454638e+00;-1.834436e+00;-5.879512e+00;5.606824e+00;6.718429e+00;2.363947e+00;1.208029e+01;2.104842e+00;-6.944428e+00;5.703229e+01;1.076570e+01;6.911721e+00;-1.163214e+00;-8.270741e+00;-8.816464e+00;-4.244310e-01;4.068259e+00;1.206359e+00;-1.874602e+00;-1.288357e+00;1.438029e+00;-1.073922e+00;6.313303e+00;5.024448e+00;2.432781e+00;2.786166e-01;-3.023181e+00;-3.626002e+00;-1.714020e-01;-1.240078e+00;-3.177515e+00;-3.962643e+00;-3.489291e+00;-8.654003e-01;-1.628663e+00;3.930026e+00
'training-12';0.140000;-4.671274e+00;-6.266188e+00;-1.172449e+01;-6.251918e+00;-1.052846e+01;-6.587226e+00;-2.107089e+00;-4.636844e+00;-3.959136e+00;-8.490698e+00;-3.531482e+00;-7.828456e+00;5.853534e+01;1.708359e+01;8.809435e+00;-8.677375e-01;-1.067000e+01;-1.355758e+01;6.302848e-02;2.253058e+00;-4.908792e+00;-1.062432e+01;-7.905647e+00;6.349233e-01;-5.530025e+00;1.123369e+01;2.568842e+00;8.376881e-01;8.853549e-01;-7.868224e-01;-1.884251e+00;-7.825846e-01;-9.336422e-01;-1.786204e+00;-2.554531e+00;-8.703474e-01;-6.366241e-01;-1.420395e+00;3.165095e+00
'training-12';0.150000;3.876385e+01;2.008179e+01;-1.741498e+01;-3.664648e+01;-3.772543e+01;-1.352618e+01;-1.260225e-01;-1.656971e+01;-2.577351e+01;-2.277524e+01;-7.608142e+00;-9.895401e+00;8.464868e+01;1.638378e+01;7.549315e+00;2.001418e+00;-9.985245e+00;-1.329949e+01;-2.484737e+00;6.445622e-01;-4.363502e+00;-9.024303e+00;-5.846192e+00;5.014410e-02;-5.412521e+00;1.432846e+01;-2.339792e+00;-1.630767e+00;9.147398e-01;3.019300e+00;1.289101e+00;4.173502e-01;-8.691166e-01;5.389291e-01;2.305565e-01;2.451962e+00;9.518534e-01;-3.192845e-01;-1.451776e-01
'training-12';0.160000;5.127849e+01;2.131325e+01;-9.592495e+00;-3.210727e+01;-5.445302e+01;-6.786520e+00;7.821480e+00;-1.312329e+01;-3.861075e+01;-2.154333e+01;6.696599e+00;-2.687899e+01;9.886897e+01;1.092118e+01;4.566648e+00;2.854867e+00;-3.723095e+00;-8.853572e+00;-2.377746e+00;1.823108e+00;-7.103454e-01;-5.680945e+00;2.035806e+00;1.781790e+00;-4.814424e+00;1.247034e+01;-4.986295e+00;-2.428487e+00;-6.353799e-02;4.413867e+00;3.317290e+00;1.252246e+00;-1.578549e+00;1.952873e+00;2.418997e+00;4.443596e+00;6.113603e-01;1.689817e+00;-2.732312e+00
