name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'training-63';0.000000;-6.600952e+00;-2.785236e+00;-4.407098e+00;1.003619e+01;3.232111e+00;-9.450463e+00;-1.053540e+01;-1.097519e+01;-1.430575e+01;-1.057508e+01;-8.163016e+00;-1.335645e+01;5.742764e+01;-2.094357e-01;2.347438e-02;6.663738e-01;-7.459427e-01;-2.744893e+00;8.764811e-02;2.250726e+00;-3.182746e-01;1.142750e+00;1.255104e+00;2.682997e+00;2.904567e+00;1.481495e-01;6.568997e-02;8.067299e-02;-3.861994e-01;-4.711172e-01;3.115276e-01;4.291651e-01;-1.947452e-01;2.484896e-01;-4.357191e-02;6.918991e-01;3.783665e-01;-3.729765e-01;-5.760006e-02
'training-63';0.010000;-5.354352e+00;-5.309029e+00;-5.171016e+00;6.120806e+00;-1.096577e+01;-1.073441e+01;-9.598328e+00;-2.025590e+01;-1.747455e+01;-7.163440e+00;1.218684e+00;-5.086799e-01;5.825192e+01;8.327703e-02;2.415107e-01;-7.364134e-01;-1.852513e+00;-2.846502e+00;1.455487e+00;3.186806e+00;8.965038e-01;1.042843e+00;3.717701e+00;4.699428e+00;4.052611e+00;9.679794e-02;1.215906e-01;2.144599e-01;-4.286361e-01;-5.037555e-01;1.031971e+00;4.196053e-01;-4.817296e-01;1.203627e-02;-9.347381e-02;9.344444e-01;-4.523995e-01;-1.044778e+00;-8.083466e-02
'training-63';0.020000;-8.271431e+00;-1.405968e+00;-6.932703e-01;8.264175e+00;-3.393411e+00;-8.370252e+00;2.496936e-01;-7.926208e+00;-7.007604e+00;-6.005380e+00;5.611160e-01;-5.257491e+00;5.775624e+01;-2.734227e-02;3.178212e-01;-5.632293e-01;-2.548244e+00;-1.136450e+00;1.549554e+00;8.089596e-01;3.167843e-01;9.748434e-01;3.483300e+00;3.566613e+00;4.656631e-01;-1.141750e-01;2.170525e-01;7.767577e-02;-1.108229e-01;-2.523592e-01;1.084780e+00;2.500688e-02;-7.184256e-01;-1.497425e-01;-1.090830e-01;-1.077883e-02;-8.374384e-01;-9.423130e-01;-1.422154e-02
'training-63';0.030000;-5.349328e+00;-2.267317e+00;-9.946079e+00;1.659641e+00;-7.687635e+00;-2.713135e+00;6.086052e-03;-8.017160e+00;-1.274061e+01;5.728577e+00;1.097205e+01;2.857132e+00;5.774732e+01;3.074704e-01;9.486005e-01;-8.620051e-01;-2.363569e+00;1.610740e+00;1.454722e+00;5.629611e-01;-5.756227e-01;7.593336e-01;4.813228e+00;-2.080936e-02;-1.099871e+00;-1.248615e-01;-4.989099e-02;-9.398715e-02;5.452341e-01;2.355093e-01;9.141864e-01;-4.380717e-01;-8.556725e-01;-5.110900e-02;-1.415562e-01;-1.685910e+00;-1.498362e+00;-8.793065e-01;4.178204e-02
'training-63';0.040000;-6.740176e+00;-2.716987e+00;-4.835713e+00;-4.744404e-01;-4.089206e+00;-5.713328e+00;-1.129281e+01;-1.551064e+01;-1.179850e+01;3.954137e-01;4.793365e+00;-1.271104e+01;5.710906e+01;7.637300e-01;5.830836e-02;1.750553e-01;-1.752210e+00;4.503853e-01;2.130652e-01;-2.947953e-02;-3.309236e-01;7.390893e-01;6.534467e-01;8.559232e-01;7.692427e-01;1.878715e-01;-1.909837e-01;-1.066985e-01;5.169257e-01;6.513375e-01;-8.801886e-02;-4.832832e-01;-6.772465e-01;6.357341e-01;-8.348775e-03;-1.823464e+00;-1.334520e+00;8.357585e-02;5.675316e-02
'training-63';0.050000;-4.582628e+00;8.948292e-02;-7.409820e+00;-1.327732e+00;-2.564174e+00;-4.789259e+00;-1.012271e+00;-1.934180e+01;-1.128243e+01;1.370230e+01;-1.001487e+00;-2.281261e+00;5.795120e+01;-5.617141e-01;-9.866867e-02;1.620615e+00;-1.072983e+00;9.310130e-01;-6.662736e-02;-6.723362e-01;9.648128e-01;4.529386e-01;-3.296920e+00;-1.437036e+00;-4.957115e-01;1.546848e-01;-3.212389e-01;-1.180144e-01;3.582324e-01;9.454798e-01;-6.062399e-01;-1.925573e-01;-9.855928e-01;8.059731e-01;-2.242243e-01;-1.592709e+00;-1.142493e+00;-2.115766e-01;-6.523197e-02
'training-63';0.060000;-4.836131e+00;-2.292826e+00;-1.086124e+00;9.968094e-01;-3.703215e+00;-6.266863e+00;6.114746e-01;-3.918508e+00;-4.041246e+00;-6.725009e+00;1.082750e+01;1.157919e+00;5.859366e+01;-5.476688e-01;3.079631e-01;7.800895e-01;6.315084e-02;-1.236681e+00;-1.061875e-01;-1.959624e+00;2.725237e+00;1.086297e+00;-1.578947e+00;-2.397873e+00;5.814627e-01;2.981758e-02;-2.073185e-01;1.086300e-01;-4.364151e-01;1.010830e+00;-3.306329e-01;-1.101734e-01;-6.391667e-01;-1.499412e-01;-4.017943e-01;1.567474e-01;-1.279854e+00;-4.610969e-01;-2.197487e-01
'training-63';0.070000;-9.109921e+00;-2.972740e+00;-3.717800e+00;-4.440899e+00;-3.225566e+00;-2.769504e+00;-9.307736e+00;-8.989161e+00;-1.435455e+01;-7.195815e+00;7.698078e-01;-6.555903e+00;5.777845e+01;-6.430250e-01;2.337013e-01;6.266398e-01;1.456149e+00;-5.769266e-01;6.515614e-01;-3.399931e+00;1.926162e+00;-5.353915e-01;-2.034121e+00;-4.106375e+00;-2.063864e+00;-3.719944e-01;2.472187e-01;-3.048253e-02;-7.137722e-01;7.232536e-01;-2.855855e-01;-2.222837e-02;1.084270e+00;-3.421356e-01;9.032297e-03;9.118174e-01;5.299680e-01;5.307380e-01;-1.928186e-01
'training-63';0.080000;-7.214873e+00;3.539407e-01;-2.781276e+00;1.397897e+00;-9.941915e+00;-7.254144e+00;-1.694320e+01;-7.060768e+00;-4.830962e+00;2.949734e+00;-8.081649e+00;-7.666401e+00;5.734452e+01;-2.322069e-01;4.352735e-01;-1.510033e+00;2.037371e+00;-4.488092e-01;-6.968964e-01;-1.861516e+00;-1.561304e+00;-7.757174e-01;8.057840e-01;-4.208678e+00;-7.521659e-01;-6.475323e-01;2.655898e-01;-1.924938e-01;-3.913648e-01;-3.206924e-02;6.153407e-02;7.324262e-02;2.405678e+00;-5.141521e-02;1.636372e-02;2.554995e-01;2.214646e+00;7.824547e-01;-6.923538e-02
'training-63';0.090000;-6.608381e+00;-6.539399e-02;-3.429044e+00;5.752468e+00;-2.329457e+00;-1.037812e+00;-9.234590e+00;-8.139857e+00;-1.356453e+01;-1.305677e+00;-1.207879e+01;-8.188420e+00;5.671580e+01;5.166484e-01;-3.147365e-01;-8.031850e-01;1.556175e+00;-8.908502e-01;1.175852e-01;4.699959e+00;1.397405e+00;1.429107e+00;6.980095e-02;2.118207e+00;2.824793e+00;-4.707333e-01;2.046603e-01;-6.546894e-02;2.516237e-01;-3.321431e-01;-1.923989e-01;-1.339541e-01;1.689295e+00;2.600662e-01;8.784838e-01;6.017151e-01;2.768200e+00;9.965752e-01;1.502021e-01
'training-63';0.100000;-7.247935e+00;-1.570132e+00;-8.780665e+00;6.086983e+00;-6.395316e+00;-1.061719e+01;-8.732677e+00;-1.214968e+01;-8.314841e+00;-5.641158e+00;-3.791588e+00;-1.786651e+00;5.588732e+01;2.004436e-01;-3.802871e-01;-4.618220e-01;-1.472084e-01;-7.720486e-01;5.270137e-01;6.018820e+00;2.732540e+00;1.858663e-01;-1.353411e+00;5.563066e+00;2.049408e+00;-2.669899e-01;2.278027e-02;2.796888e-03;7.083297e-01;-4.445187e-01;2.263371e-01;3.885148e-01;-1.662416e-01;6.257898e-01;5.974897e-01;8.051215e-01;1.147361e+00;4.421244e-02;2.845716e-01
'training-63';0.110000;-6.510148e+00;-3.584386e+00;-4.734030e+00;9.954321e-01;-9.453116e+00;-5.000541e-01;1.008680e+01;5.423235e-01;-5.467072e+00;-2.551364e+00;9.215809e+00;4.628187e+00;5.615338e+01;1.639512e-01;3.141368e-01;1.360653e+00;8.877233e-01;-1.377301e+00;-6.301640e-01;1.106375e+00;1.079571e+00;3.376235e+00;2.054052e+00;4.848753e+00;1.518226e+00;1.887447e-01;-1.777104e-01;2.551964e-01;2.797284e-01;-3.146426e-01;8.080991e-01;3.769574e-01;-2.011234e+00;-3.989411e-01;-3.298844e-01;1.029818e+00;-1.330833e+00;-1.084227e+00;1.605510e-01
'training-63';0.120000;-6.261772e+00;2.120016e-01;-4.437893e+00;3.040373e+00;-1.024033e+01;-4.887955e+00;3.490208e+00;2.260840e+00;-7.950361e+00;-3.194477e+00;9.086380e+00;-3.827666e+00;5.629078e+01;5.804300e-02;1.348212e-01;9.496967e-01;1.490036e-01;9.261018e-01;1.619552e+00;-8.959318e-01;1.726561e+00;1.238167e+00;3.839266e+00;1.628554e-01;1.221800e-01;4.455868e-01;-1.879476e-01;7.740685e-02;8.092545e-02;4.642833e-02;1.167797e+00;7.143750e-01;-1.356075e+00;-9.468169e-01;-4.857992e-01;7.171334e-01;-1.699890e+00;-2.574306e-01;-1.517693e-02
'training-63';0.130000;-6.281706e+00;6.142232e-01;1.202833e+00;1.171439e+01;-7.293457e+00;-7.053251e+00;-9.814157e+00;-9.947262e+00;3.134403e+00;7.741241e+00;5.725996e+00;4.232149e-01;5.745779e+01;-3.007032e-01;7.036915e-01;-1.103023e-01;-1.651439e-01;2.300570e+00;1.456103e+00;-1.898835e+00;-9.431095e-02;-7.464653e-01;2.622553e+00;-1.835854e+00;-1.632728e+00;-2.426643e-02;-2.277452e-01;-1.057114e-01;-1.292603e-01;-1.022747e-01;5.248178e-01;3.324439e-01;2.727615e-01;-3.323934e-01;-1.438396e+00;-9.724963e-01;-7.581171e-01;3.936271e-01;-1.704439e-01
'training-63';0.140000;-7.071940e+00;-2.995331e+00;-7.000613e+00;1.472522e+00;-2.844637e+00;7.571682e-01;-3.261858e+00;1.727918e+00;-6.424744e+00;8.408870e+00;-1.232404e+00;9.267349e-01;5.746305e+01;-5.069671e-01;-1.880301e-01;6.782827e-01;6.113669e-01;3.228002e+00;3.055755e+00;7.410500e-01;-1.414604e+00;-1.817793e-01;1.948005e+00;4.059192e-01;2.337731e+00;-2.363689e-01;9.264942e-02;-4.588789e-03;2.295379e-01;4.723070e-01;-3.349728e-01;-8.589908e-01;3.129573e-01;-9.056246e-02;-3.492985e-01;-1.851927e+00;5.588638e-01;7.507151e-01;-7.383877e-02
'training-63';0.150000;-7.608580e+00;1.537737e+00;-4.004182e+00;9.536381e-01;-1.648113e+00;3.957897e+00;3.968659e+00;3.372297e-01;-9.962208e+00;4.759727e+00;5.195930e+00;-5.912652e+00;5.544592e+01;-6.922697e-01;-5.299433e-02;8.500583e-01;1.451684e-01;9.583769e-02;3.139540e-01;1.651692e+00;9.881870e-01;-3.105770e+00;-1.862800e+00;9.366363e-01;2.378586e+00;-3.224968e-01;1.628522e+00;7.513468e-01;-4.997319e-03;-9.011148e-01;-2.439587e+00;-2.081763e+00;-2.569201e-01;6.416508e-01;4.560850e-01;-1.826661e+00;-3.542553e-01;-4.292064e-01;8.728945e-01
'training-63';0.160000;-8.133171e+00;-1.189906e+00;1.557028e+00;1.147758e+01;3.077011e+00;4.885249e+00;3.040504e-01;-9.954425e+00;-2.310952e+00;8.036307e+00;1.138101e+01;1.102892e+01;5.611488e+01;7.170733e-01;4.902202e-01;1.617206e+00;2.355382e+00;3.536042e-01;-2.104327e+00;-1.106408e+00;7.325000e-01;6.713271e-01;-3.177691e+00;1.570929e+00;1.870099e+00;2.255081e-01;3.516454e+00;1.754707e+00;-6.532943e-01;-3.001639e+00;-3.911290e+00;-2.707511e+00;-8.527436e-01;6.166221e-01;2.722684e-01;-1.867457e+00;-2.230883e+00;-2.860580e+00;2.318087e+00
'training-63';0.170000;-9.212440e+00;-5.534610e-01;1.174304e+00;7.437701e+00;-9.775092e+00;-7.547521e+00;-3.338652e+00;8.348446e-01;-1.445134e+01;-1.386475e+00;4.102470e+00;7.265048e+00;5.651939e+01;7.229888e+00;4.121300e+00;-6.047505e-01;-5.542726e+00;-8.460166e+00;-6.372671e+00;-2.259706e+00;2.040391e+00;1.107406e+00;-3.947906e+00;-4.189636e+00;-3.544943e+00;4.109268e+00;4.663611e+00;2.127834e+00;-9.916363e-01;-3.602342e+00;-3.728584e+00;-1.338264e+00;-1.360372e-01;-9.150632e-01;-2.282295e-01;-1.266116e+00;-1.839230e+00;-2.487432e+00;3.071136e+00
'training-63';0.180000;-2.684644e+00;5.013691e-01;-1.503827e+00;1.000740e+01;2.986874e+00;-4.011759e+00;-5.140244e+00;5.141611e+00;-8.235414e-01;-4.406485e+00;7.168970e+00;3.688378e+00;5.805385e+01;1.311422e+01;6.498360e+00;-1.860784e+00;-1.155288e+01;-1.205044e+01;-7.138486e+00;-1.566969e+00;1.142405e+00;-9.270260e-01;-6.346725e+00;-8.185361e+00;-9.003405e+00;9.138184e+00;3.286168e+00;1.155781e+00;-5.887666e-01;-2.669728e+00;-2.712630e+00;5.971113e-01;6.454602e-01;-1.639140e+00;-1.998821e+00;-6.815902e-01;9.081361e-02;-5.866918e-01;2.624424e+00
'training-63';0.190000;2.581660e+01;2.129860e+01;-5.497507e+00;-2.602490e+01;-4.390388e+01;-2.345695e+01;-4.607722e+00;2.991165e+00;-5.168881e+00;-8.758405e+00;-1.364623e+01;-1.996709e+01;7.502277e+01;1.642721e+01;7.582107e+00;-2.369128e+00;-1.091241e+01;-1.234506e+01;-3.860287e+00;1.201786e+00;-3.792081e+00;-3.447741e+00;-6.608861e+00;-3.381369e+00;-4.621823e+00;1.057685e+01;-4.584201e-01;-1.145100e+00;3.341787e-01;9.815125e-01;1.378680e+00;2.978838e+00;4.389713e-01;-1.478472e+00;-1.789773e+00;1.654546e-01;2.954602e+00;2.208679e+00;5.522796e-01
'training-63';0.200000;3.992342e+01;2.037586e+01;-4.410988e+00;-2.955551e+01;-4.011082e+01;-2.285247e+01;-6.896262e+00;-5.320560e+00;-1.158731e+01;-2.001135e+01;-2.067144e+01;-2.037203e+01;9.255411e+01;1.254925e+01;4.538723e+00;-4.444382e-01;-8.308415e+00;-1.126710e+01;-3.749630e-01;3.901466e-01;-4.546962e+00;-7.045203e+00;-5.255164e+00;1.620864e+00;-5.249205e-01;1.011384e+01;-3.433958e+00;-2.453814e+00;5.951256e-01;2.779232e+00;2.959339e+00;3.361469e+00;-6.347189e-02;-2.499041e-01;-5.805505e-01;1.725310e+00;3.319818e+00;2.583319e+00;-1.541244e+00
'training-63';0.210000;5.161959e+01;2.741983e+01;-9.217755e+00;-2.734291e+01;-4.995155e+01;-1.742860e+01;3.548288e+00;-1.289447e+01;-2.630816e+01;-2.662835e+01;1.115830e+00;-3.813867e+00;9.215350e+01;5.220274e+00;-6.243826e-01;3.579700e-01;-2.257395e+00;-1.958440e+00;5.139760e+00;-1.043407e+00;-2.507284e+00;-4.782371e+00;-3.666413e+00;5.680263e+00;3.259210e+00;6.382839e+00;-4.258290e+00;-2.382895e+00;1.795508e-01;2.534155e+00;3.080267e+00;2.222136e+00;-3.591952e-01;8.253282e-01;6.359130e-01;2.756711e+00;6.490625e-01;-1.167863e-02;-2.323080e+00
