name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'training-29';0.000000;-6.460364e+00;-1.446016e+01;-1.722718e+01;6.815387e+00;-3.733457e+00;-8.547378e+00;-1.116337e+01;-1.581381e+01;-2.172734e+01;-3.861416e+00;-1.029720e+01;-9.930719e+00;6.059031e+01;1.452377e-01;-2.391744e-01;8.548412e-02;1.018309e-01;9.320652e-01;-9.941391e-01;1.889349e+00;1.316948e+00;1.254252e+00;-8.160816e-01;2.291161e+00;-1.109933e-01;-2.671703e-01;1.083008e-01;1.742952e-02;4.110144e-01;4.021707e-01;9.959966e-03;6.618140e-01;-1.871422e-01;2.662056e-01;6.212387e-01;6.837184e-01;6.105884e-01;1.257246e+00;1.184509e-01
'training-29';0.010000;-7.768030e+00;-1.728325e+01;-2.108672e+01;6.057401e+00;-1.928904e+00;-1.267769e+01;-1.303499e+01;-1.920543e+01;-1.880140e+01;-1.444951e+01;-1.078011e+01;-8.605908e+00;5.889013e+01;4.888771e-01;-3.092885e-01;1.411428e+00;7.062896e-01;3.128167e-01;9.924421e-02;2.050684e+00;3.332143e+00;3.933326e+00;1.854785e+00;4.141410e+00;2.162033e+00;8.902244e-02;9.344039e-02;-2.289395e-02;1.180717e-01;5.179422e-01;-1.024771e-01;7.861819e-01;-5.201523e-01;-3.340613e-02;6.443754e-01;7.643543e-01;2.328372e-01;9.485860e-01;1.059388e-01
'training-29';0.020000;-5.080343e+00;-1.424448e+01;-1.486999e+01;7.703535e+00;2.459287e-02;-1.145292e+01;-7.808128e-01;-7.533262e+00;-1.691904e+01;-2.647778e+00;1.400060e+00;-1.114809e+01;6.010455e+01;5.149218e-01;-1.169697e-01;1.477584e+00;1.810455e+00;1.291489e+00;1.768239e+00;8.729702e-01;1.640378e+00;3.020909e+00;1.267077e+00;4.418978e+00;5.038723e+00;1.469879e-01;-1.402986e-01;-1.889840e-01;-8.392183e-01;-1.123668e-01;-4.181650e-02;3.021202e-01;-9.700281e-01;-8.950872e-01;-3.317935e-01;-1.223806e-01;-1.165665e+00;2.609311e-02;-6.009678e-02
'training-29';0.030000;-4.705990e+00;-1.611444e+01;-1.134863e+01;9.902761e+00;-4.048398e+00;-6.598387e+00;-6.101226e+00;-3.293366e+00;-4.464855e+00;4.805689e+00;4.561219e+00;1.488132e+00;6.127830e+01;4.275976e-01;-4.147465e-01;-2.020760e-02;1.837230e+00;2.399675e-01;1.555581e+00;-2.032229e-01;9.882021e-01;3.592801e+00;1.964111e+00;2.391438e+00;2.057078e+00;5.544434e-02;-4.967253e-01;-3.813564e-01;-1.560523e+00;-8.456205e-01;2.537520e-01;-2.807259e-04;-3.559687e-02;-9.367846e-01;-1.640320e+00;-1.006494e+00;-1.873600e+00;-1.418704e+00;-1.961848e-01
'training-29';0.040000;-5.416775e+00;-1.562941e+01;-1.470830e+01;1.394498e+01;3.783736e+00;-2.745834e+00;-1.026540e+01;-1.556795e+01;-1.379107e+01;-7.153629e+00;4.127026e+00;1.021588e+01;6.013116e+01;-5.256158e-01;-1.131365e+00;-3.394789e+00;-1.025474e+00;7.594073e-01;-2.117068e-01;-1.833838e+00;-1.986518e+00;-2.344533e-01;-1.482648e+00;-2.662178e+00;7.194977e-02;-5.508652e-01;-5.237101e-01;-1.858948e-01;-9.674913e-01;-1.334619e+00;-2.986623e-01;-2.623767e-01;8.757517e-01;1.109228e-01;-1.521484e+00;-1.018002e+00;-1.165938e+00;-1.895629e+00;-1.208892e-01
'training-29';0.050000;-5.461826e+00;-1.866451e+01;-2.126860e+01;1.212283e+01;-2.608638e+00;-9.253325e+00;-9.308812e+00;-1.024707e+01;-2.401387e+00;-2.376031e+00;-1.864023e-01;-9.002501e+00;5.915404e+01;-1.474481e+00;-1.708873e+00;-3.955000e+00;-2.103849e+00;1.847618e+00;1.087814e+00;3.226104e+00;4.616679e-01;-2.640596e+00;-1.802822e+00;-1.686014e+00;-2.448099e+00;-5.429752e-01;-2.154421e-01;2.982146e-01;4.664401e-01;-8.645482e-01;-5.916418e-01;-4.023412e-01;4.972753e-01;3.390089e-01;-1.155033e+00;-8.160931e-01;2.957272e-01;-4.377273e-01;5.755154e-02
'training-29';0.060000;-7.330504e+00;-1.862627e+01;-2.688395e+01;1.466134e+00;3.101750e+00;-1.118398e+01;-8.346210e+00;-1.398900e+01;-1.912304e+01;-6.470156e+00;-9.537016e+00;-5.543025e+00;5.841235e+01;-1.152589e+00;-3.993805e-01;-1.392476e+00;-2.892100e+00;-1.005647e+00;6.902395e-01;3.537065e+00;2.458259e+00;-1.469813e+00;-1.939469e+00;6.280138e-01;-2.186833e+00;-1.582485e-01;2.345415e-01;6.460954e-01;1.791176e+00;4.350203e-01;-7.462566e-01;-2.736505e-01;-2.050339e-01;1.618537e-01;3.179978e-01;3.876465e-01;1.756336e+00;8.142418e-01;1.872000e-01
'training-29';0.070000;-1.112153e+01;-2.316037e+01;-2.503581e+01;5.622941e+00;5.530683e+00;3.059755e+00;9.069698e+00;-1.774503e+00;-1.500185e+01;-4.550158e+00;2.963171e+00;-2.872913e+00;5.942283e+01;-3.361261e-01;7.103343e-01;1.310836e+00;-1.552198e+00;-1.835714e+00;-9.070973e-01;-4.022982e-01;4.608584e-01;-1.564682e+00;-1.887944e+00;2.224979e+00;9.978334e-01;1.468937e-01;4.645605e-01;5.959463e-01;1.530008e+00;6.883255e-01;-4.727653e-01;-5.081358e-01;-1.402715e+00;-9.685391e-01;9.913572e-01;1.152286e+00;1.038934e+00;1.465938e+00;1.131390e-01
'training-29';0.080000;-8.349871e+00;-1.537838e+01;-1.978708e+01;2.734427e+00;-5.314160e+00;-5.451177e+00;-1.769331e+00;-7.512941e+00;-1.483990e+01;-1.576391e+01;5.692308e+00;-3.783083e+00;5.920552e+01;7.791448e-02;8.895081e-01;2.928171e+00;8.738024e-01;-1.130210e+00;-5.825037e-01;-1.044806e+00;-1.176845e+00;8.175785e-01;4.981459e-01;4.164008e+00;2.420192e+00;4.020042e-02;3.223818e-01;1.187708e-02;4.110312e-01;7.167083e-01;4.352896e-01;4.655600e-02;-6.844164e-01;-9.959198e-01;2.392654e-01;1.483678e+00;-3.333512e-01;5.294150e-01;1.430339e-01
'training-29';0.090000;-6.632773e+00;-1.673679e+01;-1.826285e+01;3.727691e+00;-7.579255e+00;-1.665521e+01;-1.460874e+01;-1.118081e+01;-1.236637e+01;-7.168873e+00;3.323829e+00;-4.893306e+00;5.949192e+01;2.330699e-01;6.264142e-01;1.534717e+00;-5.451727e-01;-4.539276e-01;-8.164937e-01;-1.496534e+00;-2.563476e+00;1.172494e+00;2.739799e+00;1.740658e+00;2.578079e+00;-7.650451e-02;1.222564e-01;4.298203e-02;-5.177014e-01;2.315028e-01;3.949807e-01;8.092521e-01;7.062512e-01;1.820436e-01;-1.375305e-01;5.261812e-01;-1.413811e+00;-9.010199e-01;9.408261e-02
