name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'training-60';0.000000;-5.657614e+00;-1.026593e+01;-6.887269e+00;9.694495e+00;6.610607e-02;-5.128315e+00;-1.272090e+01;-2.192684e+01;-1.108529e+01;-3.023637e+00;-1.516939e+01;-9.388203e+00;5.964456e+01;3.477113e-01;9.123791e-01;9.910994e-01;1.572507e+00;1.898954e-01;-1.043426e+00;1.916441e+00;5.356527e+00;1.454691e+00;-1.016681e+00;2.915116e+00;1.722143e+00;2.596512e-02;-7.153801e-02;-4.587633e-03;-9.878463e-02;-5.268952e-01;-2.879753e-01;8.683603e-01;5.517954e-01;5.105430e-01;3.830748e-01;3.190275e-01;-2.793133e-01;-3.779778e-01;-7.667812e-02
'training-60';0.010000;-4.340748e+00;-8.545883e+00;-8.621202e+00;1.016028e+01;3.886241e+00;-1.261303e+01;-1.254141e+01;-1.572089e+01;-1.307055e+01;-1.199935e+01;-1.242848e+01;-5.097468e+00;6.008320e+01;4.984579e-02;7.784747e-01;1.382273e+00;1.801603e+00;8.722572e-01;1.980146e+00;4.252301e+00;7.989381e+00;2.962353e+00;3.730554e-01;3.139425e+00;1.008963e+00;-1.126316e-01;-2.723156e-02;1.006581e-02;-2.155224e-01;-8.424204e-01;-3.721760e-01;1.139850e+00;-4.801884e-02;-9.225214e-01;-6.755760e-01;2.210614e-01;-1.365963e-01;-5.359232e-01;-1.084327e-01
'training-60';0.020000;-4.577490e+00;-6.564061e+00;-1.064806e+00;1.732413e+01;-8.944846e-01;-6.603090e+00;-3.228439e+00;1.752821e+00;-2.819206e+00;-3.619187e+00;-1.964266e+00;-2.922855e+00;5.955506e+01;1.389541e-01;9.563931e-01;3.015893e-01;-1.176517e+00;-1.591162e+00;1.786589e+00;3.507488e+00;6.592815e+00;2.616235e+00;-1.164124e-01;1.406395e+00;1.888442e-01;-2.881271e-01;-9.637310e-02;1.387687e-02;-4.852754e-01;-5.936474e-01;-2.991180e-02;6.219889e-01;-5.703416e-01;-2.286325e+00;-1.487778e+00;-1.653002e-01;-4.807706e-01;-5.959658e-01;-1.041861e-01
'training-60';0.030000;-5.948447e+00;-8.224494e+00;-2.887134e+00;1.488769e+01;4.907687e+00;5.509804e+00;3.794371e+00;6.180240e+00;-4.065691e-01;-8.605844e-01;-6.074830e+00;-7.576061e+00;5.912615e+01;3.159321e-01;9.407011e-01;2.582425e-01;-1.265083e+00;-7.804559e-01;3.240817e+00;8.808235e-01;1.257762e-01;-2.503960e+00;-3.615089e-01;2.986495e+00;-1.908237e-01;-3.591522e-01;-2.110866e-01;-2.695837e-01;-2.793870e-01;3.158173e-01;-5.887952e-02;-5.089329e-01;-9.388520e-01;-2.747648e+00;-1.915197e+00;-1.462569e-02;-6.778584e-01;-3.614151e-01;-4.743809e-02
'training-60';0.040000;-4.158994e+00;-5.644661e+00;-8.246356e+00;1.448204e+00;-8.400427e+00;-5.256783e+00;-3.351351e+00;8.667342e-02;-4.336104e+00;-9.175081e+00;-1.131424e+01;-7.204685e+00;5.868245e+01;-2.671973e-01;9.006502e-01;-8.732620e-01;1.376124e-01;8.666929e-01;1.436183e+00;7.504719e-01;-2.143298e+00;-3.251043e+00;-1.475900e+00;5.877277e-01;-6.577929e-01;-3.717052e-01;-2.830461e-01;-7.712535e-01;3.765877e-01;1.385502e+00;3.002668e-02;-4.773753e-01;-6.388904e-02;-2.527782e+00;-1.463589e+00;1.085950e+00;-9.882666e-01;-1.683880e-01;2.402497e-01
'training-60';0.050000;-2.970335e+00;-4.302078e+00;-3.739214e+00;1.177283e+01;3.736933e+00;2.917906e+00;-8.075838e+00;-1.425893e+01;-2.483190e+01;-1.102895e+01;7.178981e+00;-3.910672e+00;5.872375e+01;-8.025115e-01;-5.415725e-01;5.727639e-01;2.723624e+00;-6.510677e-01;-3.893150e-01;9.365494e-01;-1.380801e+00;-3.679993e+00;9.796707e-01;1.594665e-01;-3.747939e-01;-3.080330e-01;-9.413363e-01;-9.677397e-01;3.288600e-01;1.158993e+00;-1.855357e+00;-1.413599e-01;7.396219e-01;-1.711947e+00;1.459733e-01;2.619345e+00;-1.887198e+00;3.844696e-01;1.134930e+00
'training-60';0.060000;-7.402532e+00;-4.022018e+00;-5.005075e+00;1.956963e+01;4.024357e+00;1.873774e+00;6.459026e+00;1.255921e+00;-6.861754e+00;-5.914505e+00;-5.652533e+00;-8.044515e+00;5.789774e+01;-7.170545e-01;-2.158738e+00;2.027267e+00;3.756639e+00;-1.505723e+00;1.214779e+00;3.160180e+00;-5.292808e+00;-4.113696e+00;4.642749e+00;-2.121423e+00;-5.611106e-01;8.875618e-01;-1.396587e+00;-1.253785e+00;8.461685e-01;6.314809e-01;-3.859836e+00;1.191827e+00;1.540607e+00;-2.155716e+00;1.914278e-01;3.960193e+00;-8.300657e-01;1.059469e+00;1.828852e+00
'training-60';0.070000;-8.339235e+00;-1.174368e+01;-1.643955e+00;1.944510e+01;-4.560043e+00;-2.049523e-03;3.571929e+00;-1.308391e+00;-1.754371e+01;2.407481e+00;-8.108350e+00;-9.030116e+00;5.797834e+01;-4.165821e+00;-2.368303e+00;4.522782e-01;2.720370e+00;-8.871035e+00;2.644719e+00;3.374079e+00;-6.859202e+00;-1.342767e+00;9.675890e+00;-5.094918e+00;1.683183e+00;4.685864e+00;-1.159471e+00;-1.205414e+00;1.233397e+00;-3.642104e-01;-4.053503e+00;1.157162e+00;1.874753e+00;-1.854973e+00;7.737509e-01;2.628149e+00;8.877693e-02;8.992327e-01;1.338238e+00
'training-60';0.080000;-5.059817e+00;-1.271755e+01;8.423496e-01;1.639527e+01;-1.178055e+01;2.277090e+00;6.625666e+00;-3.285263e+01;-2.854868e+01;7.320451e+00;-1.427769e+01;-7.450516e+00;6.349296e+01;-5.568477e+00;-4.454907e+00;3.417823e+00;3.296644e+00;-1.432250e+01;5.878303e+00;7.234740e+00;-1.018268e+01;-3.462517e+00;1.397696e+01;-9.354087e-01;3.610565e+00;6.275605e+00;-1.883928e-01;-3.313060e-01;5.717681e-01;-9.471800e-01;-1.801746e+00;-6.351344e-02;4.561852e-01;7.400397e-01;1.194353e+00;-5.293441e-01;1.105185e+00;-1.229417e-01;-3.776707e-01
'training-60';0.090000;-2.497080e+01;-1.179583e+01;-4.401535e+00;2.696186e+01;-3.271579e+01;1.593984e+01;8.711237e+00;-3.150067e+01;-2.070227e+01;3.073303e+01;-1.398303e+01;4.208246e+00;7.935545e+01;-4.174155e+00;-5.420557e+00;6.044470e+00;1.132570e+00;-1.451019e+01;3.064731e+00;8.273035e+00;-8.210730e+00;-1.368284e-01;9.453311e+00;1.034403e-02;2.035532e+00;3.689138e+00;9.892105e-01;2.163702e+00;-1.030927e+00;-1.165509e+00;2.738339e+00;-1.088868e+00;-1.989032e+00;2.885999e+00;8.667637e-01;-4.894279e+00;1.535932e+00;-2.059005e+00;-1.992920e+00
