name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'training-31';0.000000;-2.676033e-01;-1.997237e+01;-1.342770e+01;1.186490e+01;-6.599119e+00;-1.725582e+01;-3.923347e+00;-1.412941e+01;-1.059101e+01;2.138060e+00;-4.103421e-01;6.635623e-01;6.698103e+01;9.347436e-01;1.569586e+00;-4.067422e-01;-2.303275e+00;-3.691767e-01;1.396587e+00;-1.304295e+00;-1.838041e+00;-1.853320e-01;1.797134e+00;3.045563e+00;2.770713e+00;-9.070587e-03;-3.061061e-01;-1.086211e-01;6.136669e-02;-1.299875e-02;-3.288343e-01;2.189010e-01;4.795103e-01;8.902197e-01;2.663370e-01;-1.047034e+00;-6.602812e-01;-7.941139e-01;-1.143373e-01
'training-31';0.010000;3.953179e+00;-1.684100e+01;-1.370499e+01;5.497922e+00;-1.271505e+01;-1.359180e+01;-1.173904e+01;-2.271450e+01;-2.257356e+01;1.833047e+00;7.517959e+00;4.625571e+00;6.751775e+01;3.136523e-01;1.349754e+00;-1.452568e+00;-3.533818e+00;-1.488562e+00;2.867125e+00;3.871649e-01;2.566060e-01;-2.838202e-01;-6.085052e-02;1.710277e+00;1.718979e+00;-3.327370e-01;-6.256733e-01;-4.953634e-01;3.386199e-01;4.604199e-01;-2.968429e-01;-1.376664e-01;4.952531e-01;8.950768e-01;3.497020e-01;-7.383212e-01;-9.063671e-01;-1.336212e+00;-2.017541e-01
'training-31';0.020000;2.295724e+00;-1.369013e+01;-1.532276e+01;3.532019e+00;-5.387037e+00;-1.210489e+01;-6.536977e+00;-1.902707e+01;-5.526402e+00;1.127624e+01;1.085332e+01;1.253612e+01;6.666731e+01;-2.852413e-01;1.136397e+00;4.230043e-01;-1.752997e+00;-1.453655e+00;1.755824e+00;2.475266e-01;1.565733e+00;1.195597e+00;-2.509042e+00;4.118004e-01;-6.739896e-01;-4.189239e-01;-5.449114e-01;-7.447031e-01;5.038711e-01;9.289200e-01;-1.094726e-01;-5.894782e-01;-1.189650e-01;5.116649e-01;-2.029604e-01;-4.111483e-01;-1.134176e+00;-1.275387e+00;-1.145909e-01
'training-31';0.030000;1.899451e-02;-1.636473e+01;-1.974301e+01;-1.637743e+00;-1.464797e+01;-5.495656e+00;-6.807076e-01;-1.039755e+01;-1.454242e+01;-2.735281e+00;2.509211e+00;3.322176e+00;6.547420e+01;-1.583630e+00;-6.906360e-01;8.714841e-01;-2.763142e-01;-1.311152e+00;5.286373e-01;3.960597e-01;9.354550e-01;8.727134e-01;2.586161e-01;-1.693908e-01;-2.187995e+00;-8.129143e-01;-2.092050e-01;-4.681387e-01;7.198071e-01;9.698191e-01;5.302571e-01;-8.950098e-01;-3.801509e-01;-2.457357e-01;-3.008057e-01;3.565414e-01;-8.995384e-01;-2.739407e-01;-2.596809e-02
'training-31';0.040000;2.732823e-01;-1.452852e+01;-8.293667e+00;6.667750e+00;-1.290094e+01;-1.252477e+01;-8.214879e+00;-1.245922e+01;-8.628597e+00;-8.122988e+00;4.153034e+00;-2.054688e+00;6.590818e+01;-8.411720e-01;-1.133734e+00;9.505875e-01;7.125734e-01;-1.005245e+00;-3.815599e-01;-1.903567e+00;3.808585e-01;-1.778401e+00;-4.183411e-01;-1.685480e+00;-1.652736e+00;-3.419365e-01;7.138507e-02;-1.804911e-01;-1.800737e-01;7.356156e-02;5.464916e-01;-3.676499e-01;1.378643e-01;1.897117e-01;7.393754e-02;7.665352e-01;-6.480668e-01;7.425374e-01;-9.516120e-04
'training-31';0.050000;-2.953753e+00;-1.987498e+01;-1.286212e+01;2.548486e+00;-1.551386e+01;-1.073867e+01;-8.919787e+00;-2.132115e+01;-1.665889e+01;1.282574e+01;1.002115e+01;9.810010e-01;6.383274e+01;-4.544075e-01;1.441260e-01;1.882676e+00;8.249225e-02;9.385182e-01;-5.392320e-01;-4.380426e-01;-3.796352e-01;-3.008500e-01;6.765060e-01;-1.738775e+00;8.386488e-01;-5.010712e-01;2.232947e-01;2.722803e-01;-4.400522e-01;-8.637569e-02;9.470299e-01;2.618867e-01;5.696265e-01;8.982334e-01;1.052835e+00;6.360170e-02;-5.356635e-01;5.808946e-01;-1.119873e-02
'training-31';0.060000;-4.237632e-01;-1.760367e+01;-1.401027e+01;5.001771e+00;-9.980317e+00;-1.139118e+01;-1.193527e+01;-1.166097e+01;-1.336017e+01;1.404021e+00;-1.330048e+00;5.443030e+00;6.577836e+01;-4.929274e-01;-1.834392e-01;-9.829599e-01;-1.564593e+00;1.539675e-01;4.515089e-01;1.353899e+00;3.171837e+00;2.152066e+00;1.114689e+00;-2.043842e+00;1.525375e+00;-5.796036e-01;-2.683883e-01;-9.311254e-02;-6.890117e-01;1.006355e-01;8.612574e-01;1.492957e-01;3.524541e-01;8.158768e-01;1.928901e+00;2.373129e-01;7.985624e-01;2.746123e-01;-1.946973e-01
'training-31';0.070000;-1.904520e+00;-1.410652e+01;-7.471325e+00;-3.922928e-01;-1.141569e+01;-8.758612e+00;-1.010723e+00;-1.269485e+01;-1.368088e+01;-4.116255e+00;-3.443121e+00;3.766561e+00;6.303375e+01;-6.412789e-01;1.956181e-01;-3.620032e-01;4.303904e-01;2.844391e+00;1.421536e+00;1.615459e+00;4.031133e+00;4.171655e+00;-1.898904e-01;-2.668528e+00;-8.725777e-01;-7.500744e-01;-3.230150e-01;-5.744600e-01;-1.023011e+00;3.011426e-01;2.964877e-01;1.034876e-01;-3.255382e-01;1.297660e-01;1.287140e+00;8.509631e-01;1.909640e+00;1.766926e-01;-4.673260e-02
'training-31';0.080000;-2.715971e+00;-1.832995e+01;-1.590386e+01;3.151764e-01;-1.418018e+01;-1.125726e+01;-5.399916e+00;-9.131865e-01;6.427311e-01;5.921453e+00;6.659618e-01;4.179409e+00;6.340966e+01;-2.089678e+00;-1.625043e+00;-1.372131e+00;1.041802e+00;2.348106e+00;-6.154652e-01;-1.168048e+00;2.254859e+00;5.629850e+00;1.201422e+00;2.772208e+00;5.759389e-01;-1.190921e+00;7.301673e-02;-3.891973e-01;-3.506986e-01;3.930175e-01;-1.616367e-01;4.677445e-03;-4.536328e-01;-1.085497e+00;-1.337882e-01;6.237768e-01;1.612256e+00;-1.258312e-01;1.901028e-01
'training-31';0.090000;-5.014043e+00;-1.853375e+01;-1.372534e+01;7.043735e+00;8.080299e-01;-3.697953e+00;-4.110173e+00;-6.539385e+00;-2.802068e+00;9.617571e+00;-4.319495e+00;-2.750077e+00;6.126672e+01;-1.271107e+00;-2.007372e+00;-3.037794e+00;2.850080e-01;1.323887e+00;5.116934e-01;-8.047606e-01;7.276836e-01;4.395957e+00;4.887955e+00;5.401399e+00;2.196830e+00;-4.290752e-01;6.332747e-01;7.984059e-02;2.556929e-02;-4.055525e-01;-1.485639e+00;-1.264464e-01;-3.486969e-01;-1.141555e+00;-1.999930e+00;-6.923563e-01;4.871627e-01;-6.993757e-01;4.221463e-01
