name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'training-47';0.000000;-1.213411e+01;-4.334186e+00;-4.146475e+00;5.535960e+00;-1.069181e+01;-1.076676e+01;-6.079174e+00;-2.588789e+01;-2.611871e+01;-2.176379e+01;-8.933414e+00;-4.028864e+00;5.380816e+01;8.416201e-01;3.815163e-01;-1.203109e-01;1.441331e-01;3.076402e+00;2.690113e+00;4.448867e-01;6.231279e+00;6.622857e+00;4.408053e+00;1.895395e+00;2.158303e-01;-9.963607e-03;-1.688957e-01;2.044309e-01;4.132721e-01;-6.584567e-03;-1.235148e+00;-1.669838e-01;3.769735e-01;-4.135740e-01;-8.210368e-02;-2.463367e-01;-9.951351e-02;1.094576e-02;2.318474e-02
'training-47';0.010000;-1.197052e+01;-8.067620e+00;-8.275048e+00;6.820292e+00;3.819649e+00;-3.302309e+00;-3.887329e+00;-1.023921e+01;-9.894479e+00;-1.551170e+00;-3.298615e+00;-3.692540e+00;5.295001e+01;4.224563e-01;7.575484e-01;2.433812e-01;3.873428e-01;7.268709e-01;2.075883e+00;1.784417e+00;7.396120e+00;7.224005e+00;3.878106e+00;1.356241e+00;-3.201697e-01;6.898995e-02;-2.057871e-01;1.035439e-01;5.744411e-01;-2.078815e-01;-1.719177e+00;-4.525214e-01;-1.453648e-01;-1.483092e+00;-1.310966e+00;-5.910285e-01;3.821266e-03;4.639606e-01;3.946415e-02
'training-47';0.020000;-8.007809e+00;-5.598871e-01;-2.683743e+00;5.614460e+00;-2.565536e+00;-1.048422e+00;-4.950663e+00;-2.555837e+00;-1.116547e+00;-9.829832e+00;-2.273839e+00;-3.117874e+00;5.418741e+01;2.067233e-01;1.215655e+00;1.764204e+00;-1.039457e-02;-1.924572e+00;2.162309e+00;1.659989e+00;3.580989e+00;5.911765e+00;3.441344e+00;1.667404e+00;5.385591e-01;6.648330e-02;-3.292144e-01;-2.224648e-01;2.355488e-01;-3.312783e-01;-8.764954e-01;-7.825123e-01;-3.573754e-01;-1.803072e+00;-2.394604e+00;-7.645800e-01;-2.441565e-01;8.220862e-01;-8.866539e-02
'training-47';0.030000;-1.208499e+01;-2.433593e+00;-3.660935e+00;7.433424e+00;-1.112060e+01;-5.246515e+00;2.278657e+00;-5.733222e-01;-2.499769e+00;-8.340241e+00;-5.481997e+00;-6.085207e+00;5.396348e+01;1.301332e-01;4.821665e-01;1.809637e+00;-8.180105e-01;-3.018994e+00;6.914082e-01;-8.894884e-01;1.409633e-01;4.235713e-01;1.936266e+00;2.028497e+00;2.374269e+00;1.491337e-01;-3.123205e-01;-4.740210e-01;-3.321320e-01;-4.434904e-01;7.663110e-01;-6.146768e-01;-7.539631e-01;-1.542924e+00;-2.715900e+00;-1.377415e+00;-3.624237e-01;6.411534e-01;-1.530164e-01
'training-47';0.040000;-1.104327e+01;-1.072925e+00;2.367486e+00;5.177421e+00;-1.284455e+01;1.016887e+00;-8.622219e-01;-1.281590e+01;-2.572465e-01;-1.162534e+00;4.952979e-01;-1.397342e-01;5.363384e+01;-6.582903e-01;-5.931168e-01;2.743050e-01;-9.095818e-01;5.668575e-01;-5.302106e-01;-5.037212e-03;8.434979e-01;-1.949945e+00;1.556073e+00;3.384846e-01;2.979042e+00;-4.933624e-01;-1.429189e-01;-4.612946e-01;-8.898509e-01;-1.575508e-01;1.843402e+00;-9.109823e-02;-4.678509e-01;-4.320989e-01;-1.584056e+00;-1.487668e+00;-3.685283e-01;-1.699216e-01;-4.790619e-02
'training-47';0.050000;-9.802130e+00;-5.400269e+00;-1.752477e+00;2.948758e+00;-6.135812e+00;-8.779225e-01;-1.037899e+01;-4.404368e+00;-8.206272e+00;3.796510e+00;5.459299e+00;6.689735e+00;5.397247e+01;-7.066396e-01;-7.081707e-01;-6.723295e-01;-1.380516e+00;3.312712e+00;3.487595e-01;-1.152885e+00;1.050246e+00;-2.424640e+00;-2.066334e+00;2.085823e-01;1.665356e+00;-4.161693e-01;9.953380e-02;1.343810e-01;-4.992958e-01;5.196875e-01;1.614780e+00;5.237299e-01;3.102011e-01;-3.186142e-01;4.852764e-01;-9.278297e-01;-1.678736e-01;-1.011343e+00;9.791092e-02
'training-47';0.060000;-1.244069e+01;-2.042133e+00;-2.266448e+00;3.308884e+00;-2.223641e+00;-5.883771e+00;1.352975e+00;3.577175e+00;-8.013021e+00;-8.117841e+00;-6.052064e+00;5.389866e+00;5.171610e+01;-8.948497e-02;-4.956495e-01;-1.444067e+00;-5.168959e-01;4.126585e+00;1.878142e+00;-5.475670e-01;9.658529e-01;-5.844077e-01;-1.995697e+00;7.347199e-01;4.340758e-02;1.096039e-01;3.484938e-01;5.180587e-01;1.443330e-01;6.907297e-01;1.630696e-01;7.729452e-01;1.085224e-01;-9.304972e-01;1.236910e+00;1.756257e-01;4.277323e-01;-9.796403e-01;2.631935e-01
'training-47';0.070000;-1.491947e+01;-5.489842e+00;-4.705616e+00;1.465112e+00;1.325072e-01;-5.238847e-02;-4.593366e+00;-3.518629e+00;-1.074508e+01;-1.519426e+01;-1.165405e+00;-5.232291e-01;5.284150e+01;3.433995e-01;1.105338e+00;1.723445e-01;1.584084e+00;3.275042e+00;2.105881e+00;9.327822e-01;-1.513285e+00;2.167185e+00;-9.269983e-01;9.910110e-01;-1.214628e+00;3.372051e-01;2.445841e-01;4.555643e-01;3.544063e-01;4.675825e-01;-1.213026e+00;2.463354e-01;4.399190e-01;-8.762699e-01;7.173926e-01;1.320333e+00;1.112444e-01;-5.255712e-01;9.972698e-02
'training-47';0.080000;-8.932020e+00;-3.506386e+00;-3.376281e+00;3.334765e+00;4.654216e+00;9.994832e+00;-6.492869e+00;-8.429502e+00;-1.909881e+00;-1.645632e+00;7.481249e+00;3.683786e+00;5.474734e+01;5.591593e-01;1.090422e+00;5.736329e-01;1.061767e+00;1.401040e+00;2.455955e+00;-5.052589e-01;-2.527223e+00;1.938695e+00;1.864534e+00;2.085932e+00;-4.791673e-01;4.459179e-01;-7.621723e-02;6.874048e-02;3.101396e-01;-8.189485e-02;-1.570709e+00;-8.826758e-01;1.754845e-01;-2.284898e-01;-1.671813e-01;8.729240e-01;-3.827280e-01;-3.099644e-01;-1.256397e-01
'training-47';0.090000;-9.839466e+00;8.585461e-01;-3.358376e-01;1.085624e+01;6.800470e+00;1.712181e+00;-1.792158e+00;-5.967455e+00;-4.219187e-01;-4.074586e+00;3.647696e+00;1.469634e+00;5.414287e+01;1.919587e-01;7.766150e-01;9.085189e-02;1.680653e-01;-1.389647e+00;1.291530e+00;1.025556e+00;-1.584566e+00;-9.922807e-02;2.605215e+00;8.919854e-02;-7.012131e-01;-8.569145e-02;-1.353220e-01;-4.986627e-01;-2.110466e-01;-9.732099e-01;-1.237373e+00;-1.185389e+00;-6.089606e-01;3.779159e-01;-5.227710e-01;-3.586682e-01;-1.001497e+00;-3.933989e-01;-1.097627e-01
